"Restaurant_Name";"Dining_Rating";"Delivery_Rating";"Dining_Votes";"Delivery_Votes";"Cuisine";"Place_Name";"City";"Best_Seller";"Votes";"Prices"
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;170
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;180
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;180
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;180
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;190
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;190
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"CHEF'S SPECIAL";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;200
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;100
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";6;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";8;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";5;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";24;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";5;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";6;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";10;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";5;100
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";5;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;120
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";14;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;120
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;120
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;120
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";5;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;160
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;160
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";7;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;160
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;150
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";7;70
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;80
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";6;80
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;70
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;80
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;80
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;70
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;70
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;80
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;100
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;80
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;70
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;70
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;110
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;120
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;140
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";6;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";10;90
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;120
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"BESTSELLER";18;120
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"BESTSELLER";13;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;130
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;160
"Shah Ghouse Special Shawarma";4.3;4.1;156;0;"Beverages";"Charminar";" Hyderabad";"";0;190
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";623;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";753;85
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";207;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";267;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";68;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";41;185
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";27;175
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";107;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";5;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";62;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";42;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";76;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";60;120
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";33;165
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";22;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";111;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";30;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";70;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";11;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";16;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";5;165
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";51;165
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;75
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";12;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";97;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";39;140
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";13;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";6;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";72;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";20;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";41;185
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";23;99
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";72;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";30;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";70;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";51;165
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";68;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";60;120
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";753;85
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";42;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";107;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";267;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;110
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";8;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;95
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;95
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;95
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";8;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;100
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";6;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;175
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";5;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";5;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";17;75
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";11;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;155
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;115
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;75
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;115
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;205
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";13;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";20;80
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";22;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";111;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";16;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";62;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";27;175
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";5;165
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";33;165
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";7;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;170
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";20;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";39;140
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";11;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";97;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";207;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";5;145
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;135
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";76;130
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;170
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"BESTSELLER";623;125
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";19;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";12;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;140
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;150
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;115
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;115
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;110
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;115
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;110
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;110
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;105
"Taj Mahal - Taj Mahal Hotel";4.1;4.1;0;0;"Beverages";"Taj Mahal Hotel";" Hyderabad";"";0;145
